(UTC),Latitudine,Longitudine,Profonditą,Magnitudo_orig,Magnitude,Scala,Fonte
2003-12-28,41.67,14.804,4.3,3.1--Md,3.1,Md,BULLETIN
2003-12-26,42.992,13.032,10,2.5--Md,2.5,Md,BULLETIN
2003-12-24,42.218,12.894,11.1,2.5--Md,2.5,Md,BULLETIN
2003-12-24,44.402,7.105,5,2.7--Md,2.7,Md,BULLETIN
2003-12-24,43.94,11.531,9.8,2.5--Md,2.5,Md,BULLETIN
2003-12-23,44.768,8.877,6.5,2.6--Md,2.6,Md,BULLETIN
2003-12-23,37.664,15.138,5,2.6--Md,2.6,Md,BULLETIN
2003-12-22,38.735,16.175,5,2.8--Md,2.8,Md,BULLETIN
2003-12-21,45.25,13.014,10,2.6--Md,2.6,Md,BULLETIN
2003-12-21,38.395,11.988,5,2.6--Md,2.6,Md,BULLETIN
2003-12-21,44.433,6.993,5,3.3--Md,3.3,Md,BULLETIN
2003-12-20,43.667,12.206,10.6,2.7--Md,2.7,Md,BULLETIN
2003-12-20,43.327,12.498,10,2.7--Md,2.7,Md,BULLETIN
2003-12-20,44.462,7.141,10,3.4--Md,3.4,Md,BULLETIN
2003-12-20,37.703,15.219,5,2.5--Md,2.5,Md,BULLETIN
2003-12-19,38.544,15.725,79,2.6--Md,2.6,Md,BULLETIN
2003-12-19,38.145,15.199,10,2.5--Md,2.5,Md,BULLETIN
2003-12-19,44.465,7.033,14.8,3.0--Md,3,Md,BULLETIN
2003-12-18,38.446,13.678,13.5,3.0--Md,3,Md,BULLETIN
2003-12-17,46.259,12.551,5,2.5--Md,2.5,Md,BULLETIN
2003-12-16,40.335,15.616,312.7,3.2--Md,3.2,Md,BULLETIN
2003-12-15,43.684,12.24,10,2.5--Md,2.5,Md,BULLETIN
2003-12-14,43.666,12.227,10,2.6--Md,2.6,Md,BULLETIN
2003-12-14,46.039,12.395,5,2.8--Md,2.8,Md,BULLETIN
2003-12-14,44.541,7.094,17.7,2.6--Md,2.6,Md,BULLETIN
2003-12-13,44.297,11.038,16,2.8--Md,2.8,Md,BULLETIN
2003-12-13,46.056,12.385,5,2.8--Md,2.8,Md,BULLETIN
2003-12-12,44.288,11.019,10,2.8--Md,2.8,Md,BULLETIN
2003-12-11,44.326,11.055,12,3.2--Md,3.2,Md,BULLETIN
2003-12-10,43.651,11.047,5,2.5--Md,2.5,Md,BULLETIN
2003-12-10,43.646,11.038,5,2.5--Md,2.5,Md,BULLETIN
2003-12-10,43.648,11.049,5,3.2--Md,3.2,Md,BULLETIN
2003-12-10,42.83,13.525,5,2.5--Md,2.5,Md,BULLETIN
2003-12-10,42.798,13.508,9.8,2.5--Md,2.5,Md,BULLETIN
2003-12-10,42.521,12.747,5,3.2--Md,3.2,Md,BULLETIN
2003-12-10,37.612,16.432,41.2,2.6--Md,2.6,Md,BULLETIN
2003-12-09,44.577,7.3,19.3,2.7--Md,2.7,Md,BULLETIN
2003-12-08,42.471,13.373,19.7,2.5--Md,2.5,Md,BULLETIN
2003-12-07,38.917,13.782,6.6,2.8--Md,2.8,Md,BULLETIN
2003-12-07,44.162,12.18,9.2,4.0--ML-MEDNET,4,ML,BULLETIN
2003-12-06,41.392,13.859,5,2.5--Md,2.5,Md,BULLETIN
2003-12-04,38.465,13.796,15.7,2.5--Md,2.5,Md,BULLETIN
2003-12-04,38.521,13.883,19.4,2.6--Md,2.6,Md,BULLETIN
2003-12-04,44.449,10.299,11.7,3.1--Md,3.1,Md,BULLETIN
2003-12-04,44.422,10.337,10.1,2.5--Md,2.5,Md,BULLETIN
2003-12-04,43.005,13.453,5,3.0--Md,3,Md,BULLETIN
2003-12-04,41.678,14.805,10,2.6--Md,2.6,Md,BULLETIN
2003-12-02,45.674,14.189,10,3.2--Md,3.2,Md,BULLETIN
2003-12-02,42.684,13.135,9.7,2.5--Md,2.5,Md,BULLETIN
2003-12-02,45.789,10.605,3.1,2.5--Md,2.5,Md,BULLETIN
2003-12-02,42.397,12.971,7.7,2.8--Md,2.8,Md,BULLETIN
2003-12-02,38.191,15.18,141.2,3.0--Md,3,Md,BULLETIN
2003-12-01,44.271,11.454,5,2.8--Md,2.8,Md,BULLETIN
2003-11-30,38.424,13.686,2.7,3.0--Md,3,Md,BULLETIN
2003-11-29,41.722,14.819,8.4,2.9--Md,2.9,Md,BULLETIN
2003-11-28,41.754,14.273,8,2.5--Md,2.5,Md,BULLETIN
2003-11-28,42.221,13.263,5,2.5--Md,2.5,Md,BULLETIN
2003-11-27,40.06,16.057,5,2.7--Md,2.7,Md,BULLETIN
2003-11-27,43.226,16.135,10,3.5--Md,3.5,Md,BULLETIN
2003-11-27,42.423,12.939,10,2.5--Md,2.5,Md,BULLETIN
2003-11-27,38.015,14.838,5.6,2.8--Md,2.8,Md,BULLETIN
2003-11-25,46.265,13.31,9.1,2.8--Md,2.8,Md,BULLETIN
2003-11-25,45.55,14.094,4.8,2.5--Md,2.5,Md,BULLETIN
2003-11-25,44.274,8.875,5,2.9--Md,2.9,Md,BULLETIN
2003-11-25,42.534,12.716,8.7,2.6--Md,2.6,Md,BULLETIN
2003-11-24,41.704,14.819,10.2,2.5--Md,2.5,Md,BULLETIN
2003-11-24,41.708,14.803,15.2,2.7--Md,2.7,Md,BULLETIN
2003-11-23,41.782,14.799,8.6,2.8--Md,2.8,Md,BULLETIN
2003-11-23,41.734,14.835,8.8,2.6--Md,2.6,Md,BULLETIN
2003-11-23,41.846,13.599,5,2.6--Md,2.6,Md,BULLETIN
2003-11-22,38.575,15.862,185.6,2.8--Md,2.8,Md,BULLETIN
2003-11-21,43.926,11.828,10.1,3.1--Md,3.1,Md,BULLETIN
2003-11-21,41.686,14.818,10,2.9--Md,2.9,Md,BULLETIN
2003-11-21,41.688,14.81,4,3.4--Md,3.4,Md,BULLETIN
2003-11-20,40.647,15.414,12.9,2.7--Md,2.7,Md,BULLETIN
2003-11-20,42.534,12.761,5,3.0--Md,3,Md,BULLETIN
2003-11-19,46.205,12.781,10,2.7--Md,2.7,Md,BULLETIN
2003-11-19,44.41,10.449,10,2.5--Md,2.5,Md,BULLETIN
2003-11-19,39.19,16.827,5,2.9--Md,2.9,Md,BULLETIN
2003-11-18,39.173,16.41,5,3.4--Md,3.4,Md,BULLETIN
2003-11-18,40.412,15.68,5,2.8--Md,2.8,Md,BULLETIN
2003-11-18,42.504,13.28,10,2.5--Md,2.5,Md,BULLETIN
2003-11-18,42.51,13.259,10,2.5--Md,2.5,Md,BULLETIN
2003-11-17,43.338,12.499,10,2.5--Md,2.5,Md,BULLETIN
2003-11-16,41.591,15.382,5,2.6--Md,2.6,Md,BULLETIN
2003-11-16,44.535,11.045,10.8,2.9--Md,2.9,Md,BULLETIN
2003-11-16,43.342,12.547,5,2.7--Md,2.7,Md,BULLETIN
2003-11-16,41.608,13.992,3.2,2.8--Md,2.8,Md,BULLETIN
2003-11-15,39.779,15.895,273.9,2.9--Md,2.9,Md,BULLETIN
2003-11-15,38.479,13.766,5,2.7--Md,2.7,Md,BULLETIN
2003-11-14,38.345,13.617,51.4,2.5--Md,2.5,Md,BULLETIN
2003-11-14,40.339,14.568,378.1,4.6--ML-MEDNET,4.6,ML,BULLETIN
2003-11-12,44.476,7.074,10.3,2.6--Md,2.6,Md,BULLETIN
2003-11-12,44.77,8.842,4,2.5--Md,2.5,Md,BULLETIN
2003-11-11,43.868,16.517,10,3.2--Md,3.2,Md,BULLETIN
2003-11-10,38.681,14.109,10,2.7--Md,2.7,Md,BULLETIN
2003-11-10,38.089,13.213,10,2.5--Md,2.5,Md,BULLETIN
2003-11-10,42.569,13.278,3.4,2.7--Md,2.7,Md,BULLETIN
2003-11-09,42.797,12.692,5.5,2.6--Md,2.6,Md,BULLETIN
2003-11-09,46.406,12.629,5,2.6--Md,2.6,Md,BULLETIN
2003-11-09,43.331,12.519,7.6,2.7--Md,2.7,Md,BULLETIN
2003-11-09,42.002,15.592,5.9,3.1--Md,3.1,Md,BULLETIN
2003-11-08,44.063,11.426,4.6,2.6--Md,2.6,Md,BULLETIN
2003-11-08,43.336,12.51,10,2.5--Md,2.5,Md,BULLETIN
2003-11-08,43.334,12.492,10,2.5--Md,2.5,Md,BULLETIN
2003-11-08,38.335,15.689,37.6,2.7--Md,2.7,Md,BULLETIN
2003-11-06,43.608,12.175,7.1,2.7--Md,2.7,Md,BULLETIN
2003-11-06,44.389,10.628,5.2,2.9--Md,2.9,Md,BULLETIN
2003-11-06,41.62,14.651,10,2.6--Md,2.6,Md,BULLETIN
2003-11-06,38.68,13.882,9.9,3.6--Md,3.6,Md,BULLETIN
2003-11-05,38.507,14.641,5,2.5--Md,2.5,Md,BULLETIN
2003-11-05,41.697,14.938,9,2.6--Md,2.6,Md,BULLETIN
2003-11-05,44.22,10.2,4.4,2.6--Md,2.6,Md,BULLETIN
2003-11-05,41.918,14.839,10,2.5--Md,2.5,Md,BULLETIN
2003-11-04,44.421,10.206,5,2.8--Md,2.8,Md,BULLETIN
2003-11-03,43.33,12.476,10,2.5--Md,2.5,Md,BULLETIN
2003-11-02,44.744,8.816,5,2.8--Md,2.8,Md,BULLETIN
2003-11-02,44.436,7.318,18.4,2.7--Md,2.7,Md,BULLETIN
2003-11-01,38.64,14.501,15.4,2.6--Md,2.6,Md,BULLETIN
2003-10-31,44.431,6.806,10,2.6--Md,2.6,Md,BULLETIN
2003-10-30,37.349,16.138,13.2,3.3--Md,3.3,Md,BULLETIN
2003-10-30,45.091,8.739,5,2.7--Md,2.7,Md,BULLETIN
2003-10-30,44.963,6.737,5,2.7--Md,2.7,Md,BULLETIN
2003-10-29,39.226,15.702,5,2.9--Md,2.9,Md,BULLETIN
2003-10-28,44.434,6.812,10,2.5--Md,2.5,Md,BULLETIN
2003-10-27,44.432,6.803,10,3.0--Md,3,Md,BULLETIN
2003-10-27,44.224,11.43,9.8,2.7--Md,2.7,Md,BULLETIN
2003-10-26,41.776,13.378,5,2.5--Md,2.5,Md,BULLETIN
2003-10-26,46.533,10.635,10,2.7--Md,2.7,Md,BULLETIN
2003-10-25,42.305,13.289,9.6,3.2--Md,3.2,Md,BULLETIN
2003-10-25,42.223,13.239,9.8,2.5--Md,2.5,Md,BULLETIN
2003-10-24,45.478,11.523,5,3.1--Md,3.1,Md,BULLETIN
2003-10-23,43.271,18.19,10,3.3--Md,3.3,Md,BULLETIN
2003-10-23,44.45,6.849,10,2.5--Md,2.5,Md,BULLETIN
2003-10-22,43.055,13.376,5,3.3--Md,3.3,Md,BULLETIN
2003-10-22,43.659,11.878,14.6,2.7--Md,2.7,Md,BULLETIN
2003-10-22,43.649,11.848,10.8,2.8--Md,2.8,Md,BULLETIN
2003-10-22,37.66,15.188,5,2.6--Md,2.6,Md,BULLETIN
2003-10-22,37.633,15.121,5,2.5--Md,2.5,Md,BULLETIN
2003-10-22,41.772,12.611,9.9,2.9--Md,2.9,Md,BULLETIN
2003-10-20,41.711,9.198,8.4,3.1--Md,3.1,Md,BULLETIN
2003-10-20,44.227,11.397,7.2,2.8--Md,2.8,Md,BULLETIN
2003-10-20,44.23,11.409,8.5,3.0--Md,3,Md,BULLETIN
2003-10-19,44.57,6.949,15.7,2.9--Md,2.9,Md,BULLETIN
2003-10-19,42.731,13.013,10,2.9--Md,2.9,Md,BULLETIN
2003-10-19,40.732,16.581,15,2.8--Md,2.8,Md,BULLETIN
2003-10-19,43.85,15.341,10,3.3--Md,3.3,Md,BULLETIN
2003-10-18,44.221,11.402,11.7,2.6--Md,2.6,Md,BULLETIN
2003-10-18,44.245,11.418,7.9,2.6--Md,2.6,Md,BULLETIN
2003-10-18,44.319,11.492,5,2.6--Md,2.6,Md,BULLETIN
2003-10-18,44.482,6.85,11.5,2.8--Md,2.8,Md,BULLETIN
2003-10-17,44.214,11.401,9.9,2.5--Md,2.5,Md,BULLETIN
2003-10-17,44.272,11.449,5,3.1--Md,3.1,Md,BULLETIN
2003-10-16,44.576,6.957,18.3,3.0--Md,3,Md,BULLETIN
2003-10-16,44.458,6.792,10.1,2.9--Md,2.9,Md,BULLETIN
2003-10-16,44.585,6.984,10,2.6--Md,2.6,Md,BULLETIN
2003-10-16,43.174,15.259,10,3.1--Md,3.1,Md,BULLETIN
2003-10-16,37.212,16.935,10,3.3--Md,3.3,Md,BULLETIN
2003-10-16,44.248,11.436,10,2.5--Md,2.5,Md,BULLETIN
2003-10-15,42.645,15.707,10,2.7--Md,2.7,Md,BULLETIN
2003-10-15,43.11,13.442,5,2.5--Md,2.5,Md,BULLETIN
2003-10-13,40.803,15.254,10,2.6--Md,2.6,Md,BULLETIN
2003-10-13,40.662,15.483,15.2,3.1--Md,3.1,Md,BULLETIN
2003-10-13,40.709,15.687,3.5,3.3--Md,3.3,Md,BULLETIN
2003-10-13,44.087,7.163,10,2.5--Md,2.5,Md,BULLETIN
2003-10-12,44.308,9.904,10.6,2.6--Md,2.6,Md,BULLETIN
2003-10-12,38.167,15.097,10,2.5--Md,2.5,Md,BULLETIN
2003-10-11,43.154,15.523,10,3.3--Md,3.3,Md,BULLETIN
2003-10-10,44.239,11.454,5,2.6--Md,2.6,Md,BULLETIN
2003-10-10,45.205,8.945,5,2.8--Md,2.8,Md,BULLETIN
2003-10-09,38.591,17.256,10,2.9--Md,2.9,Md,BULLETIN
2003-10-09,44.227,11.444,6.1,2.6--Md,2.6,Md,BULLETIN
2003-10-09,38.557,17.065,9.9,3.0--Md,3,Md,BULLETIN
2003-10-08,44.251,11.467,3.7,2.7--Md,2.7,Md,BULLETIN
2003-10-07,41.96,15.845,28.3,2.8--Md,2.8,Md,BULLETIN
2003-10-06,42.217,13.259,5,2.6--Md,2.6,Md,BULLETIN
2003-10-06,43.66,12.211,10,2.6--Md,2.6,Md,BULLETIN
2003-10-06,44.266,11.445,4.6,2.5--Md,2.5,Md,BULLETIN
2003-10-06,44.384,6.943,5,2.7--Md,2.7,Md,BULLETIN
2003-10-03,44.425,6.757,12.1,2.8--Md,2.8,Md,BULLETIN
2003-10-02,43.141,13.626,5,2.6--Md,2.6,Md,BULLETIN
2003-10-02,42.806,15.827,10,2.7--Md,2.7,Md,BULLETIN
2003-10-02,42.224,13.268,8.7,2.9--Md,2.9,Md,BULLETIN
2003-10-01,43.054,13.382,5,3.0--Md,3,Md,BULLETIN
2003-10-01,44.192,10.473,8.5,2.8--Md,2.8,Md,BULLETIN
2003-09-30,44.177,10.489,6.2,2.9--Md,2.9,Md,BULLETIN
2003-09-30,44.877,8.68,11.6,2.5--Md,2.5,Md,BULLETIN
2003-09-30,44.223,11.42,9.5,2.6--Md,2.6,Md,BULLETIN
2003-09-28,44.622,12.289,5,2.5--Md,2.5,Md,BULLETIN
2003-09-28,42.677,13.095,5,2.8--Md,2.8,Md,BULLETIN
2003-09-28,43.311,15.5,10,2.9--Md,2.9,Md,BULLETIN
2003-09-27,44.445,6.812,10,2.5--Md,2.5,Md,BULLETIN
2003-09-27,42.865,18.579,10,3.1--Md,3.1,Md,BULLETIN
2003-09-27,42.217,13.259,5,3.5--Md,3.5,Md,BULLETIN
2003-09-27,46.478,12.955,3.2,2.7--Md,2.7,Md,BULLETIN
2003-09-27,37.677,12.949,5.3,2.7--Md,2.7,Md,BULLETIN
2003-09-27,42.758,12.58,3.1,2.7--Md,2.7,Md,BULLETIN
2003-09-27,39.605,15.89,7.5,2.7--Md,2.7,Md,BULLETIN
2003-09-26,44.23,11.444,17,2.5--Md,2.5,Md,BULLETIN
2003-09-26,44.227,11.45,9.8,2.5--Md,2.5,Md,BULLETIN
2003-09-25,44.248,11.467,4.1,2.9--Md,2.9,Md,BULLETIN
2003-09-25,44.21,11.424,9.1,2.6--Md,2.6,Md,BULLETIN
2003-09-24,38.598,14.109,10,2.6--Md,2.6,Md,BULLETIN
2003-09-24,38.631,14.165,10,2.5--Md,2.5,Md,BULLETIN
2003-09-24,38.671,14.122,10,2.7--Md,2.7,Md,BULLETIN
2003-09-24,38.655,14.172,15.2,3.5--Md,3.5,Md,BULLETIN
2003-09-24,42.479,13.234,5.4,2.8--Md,2.8,Md,BULLETIN
2003-09-24,44.215,11.421,7.7,2.7--Md,2.7,Md,BULLETIN
2003-09-24,44.252,11.495,5,2.6--Md,2.6,Md,BULLETIN
2003-09-24,41.984,15.737,4.4,2.6--Md,2.6,Md,BULLETIN
2003-09-23,44.173,11.393,10.2,2.6--Md,2.6,Md,BULLETIN
2003-09-23,41.655,14.89,10,2.8--Md,2.8,Md,BULLETIN
2003-09-23,41.706,14.849,9.6,2.5--Md,2.5,Md,BULLETIN
2003-09-22,41.688,14.871,9.3,2.7--Md,2.7,Md,BULLETIN
2003-09-22,42.47,12.603,7.5,2.6--Md,2.6,Md,BULLETIN
2003-09-22,44.225,11.442,6,2.5--Md,2.5,Md,BULLETIN
2003-09-22,44.285,11.469,3,2.6--Md,2.6,Md,BULLETIN
2003-09-22,43.674,12.663,34.4,2.6--Md,2.6,Md,BULLETIN
2003-09-22,44.191,11.374,5,2.6--Md,2.6,Md,BULLETIN
2003-09-21,42.367,18.965,10,3.2--Md,3.2,Md,BULLETIN
2003-09-21,45.891,8.21,5,2.6--Md,2.6,Md,BULLETIN
2003-09-20,37.382,14.787,15.3,2.5--Md,2.5,Md,BULLETIN
2003-09-20,44.253,11.421,4.2,3.1--Md,3.1,Md,BULLETIN
2003-09-19,44.466,15.465,10,3.2--Md,3.2,Md,BULLETIN
2003-09-19,44.223,11.427,9.6,2.6--Md,2.6,Md,BULLETIN
2003-09-19,39.514,16.347,6.1,2.8--Md,2.8,Md,BULLETIN
2003-09-18,44.269,11.448,11.1,3.1--Md,3.1,Md,BULLETIN
2003-09-18,44.259,11.44,7.5,2.5--Md,2.5,Md,BULLETIN
2003-09-18,43.422,12.471,3.1,2.6--Md,2.6,Md,BULLETIN
2003-09-17,39.186,15.825,22.2,2.7--Md,2.7,Md,BULLETIN
2003-09-17,44.291,11.403,3.3,3.3--Md,3.3,Md,BULLETIN
2003-09-17,43.698,11.948,5.3,3.1--Md,3.1,Md,BULLETIN
2003-09-17,44.272,11.421,3.6,3.2--Md,3.2,Md,BULLETIN
2003-09-17,44.268,11.494,4.6,2.6--Md,2.6,Md,BULLETIN
2003-09-17,44.204,11.4,8.6,2.5--Md,2.5,Md,BULLETIN
2003-09-16,44.214,11.472,8,2.5--Md,2.5,Md,BULLETIN
2003-09-16,44.195,11.447,9.4,2.9--Md,2.9,Md,BULLETIN
2003-09-16,44.227,11.439,10,2.9--Md,2.9,Md,BULLETIN
2003-09-16,43.233,18.729,10,3.4--Md,3.4,Md,BULLETIN
2003-09-16,41.893,15.644,24.3,2.5--Md,2.5,Md,BULLETIN
2003-09-16,44.263,11.453,10,2.6--Md,2.6,Md,BULLETIN
2003-09-16,44.209,11.415,9.8,2.8--Md,2.8,Md,BULLETIN
2003-09-16,44.269,11.477,5,2.8--Md,2.8,Md,BULLETIN
2003-09-15,44.235,11.444,5,2.5--Md,2.5,Md,BULLETIN
2003-09-15,44.286,11.447,5,3.2--Md,3.2,Md,BULLETIN
2003-09-15,38.92,16.306,5,2.7--Md,2.7,Md,BULLETIN
2003-09-15,43.936,11.299,5,2.5--Md,2.5,Md,BULLETIN
2003-09-15,44.256,11.445,5,2.7--Md,2.7,Md,BULLETIN
2003-09-15,44.255,11.442,5,2.9--Md,2.9,Md,BULLETIN
2003-09-15,44.272,11.483,2.3,2.6--Md,2.6,Md,BULLETIN
2003-09-15,44.217,11.405,9.7,2.5--Md,2.5,Md,BULLETIN
2003-09-15,44.243,11.431,4.5,2.8--Md,2.8,Md,BULLETIN
2003-09-15,44.221,11.413,8.8,2.7--Md,2.7,Md,BULLETIN
2003-09-15,44.274,11.498,4.5,2.5--Md,2.5,Md,BULLETIN
2003-09-15,44.206,11.417,7.5,2.7--Md,2.7,Md,BULLETIN
2003-09-15,44.191,11.416,9.5,2.6--Md,2.6,Md,BULLETIN
2003-09-15,44.242,11.461,8.4,2.5--Md,2.5,Md,BULLETIN
2003-09-15,44.217,11.42,10,2.6--Md,2.6,Md,BULLETIN
2003-09-15,44.301,11.471,3.4,2.5--Md,2.5,Md,BULLETIN
2003-09-15,44.268,11.467,6.8,2.7--Md,2.7,Md,BULLETIN
2003-09-15,44.251,11.437,5,2.5--Md,2.5,Md,BULLETIN
2003-09-15,44.273,11.404,9.8,3.6--Md,3.6,Md,BULLETIN
2003-09-14,44.275,11.484,7.1,2.9--Md,2.9,Md,BULLETIN
2003-09-14,44.212,11.394,6.5,2.8--Md,2.8,Md,BULLETIN
2003-09-14,44.287,11.456,5,3.0--Md,3,Md,BULLETIN
2003-09-14,44.286,11.471,5,3.2--Md,3.2,Md,BULLETIN
2003-09-14,44.221,11.416,9.3,2.6--Md,2.6,Md,BULLETIN
2003-09-14,44.206,11.372,5,2.5--Md,2.5,Md,BULLETIN
2003-09-14,44.243,11.443,6.7,2.9--Md,2.9,Md,BULLETIN
2003-09-14,44.2,11.414,5,2.7--Md,2.7,Md,BULLETIN
2003-09-14,44.223,11.405,4.5,3.3--Md,3.3,Md,BULLETIN
2003-09-14,44.261,11.413,10,2.6--Md,2.6,Md,BULLETIN
2003-09-14,44.296,11.441,6.2,3.1--Md,3.1,Md,BULLETIN
2003-09-14,44.255,11.38,8.3,5.0--Md,5,Md,BULLETIN
2003-09-14,35.018,15.929,10,3.3--Md,3.3,Md,BULLETIN
2003-09-13,37.366,15.889,10,2.5--Md,2.5,Md,BULLETIN
2003-09-13,38.515,12.89,8.6,2.8--Md,2.8,Md,BULLETIN
2003-09-13,38.495,12.901,5,2.5--Md,2.5,Md,BULLETIN
2003-09-12,44.416,6.711,11.3,2.7--Md,2.7,Md,BULLETIN
2003-09-12,43.412,12.508,7.9,2.5--Md,2.5,Md,BULLETIN
2003-09-10,42.748,13.206,5,2.5--Md,2.5,Md,BULLETIN
2003-09-10,44.021,11.919,22.3,2.5--Md,2.5,Md,BULLETIN
2003-09-10,43.109,17.619,10,3.3--Md,3.3,Md,BULLETIN
2003-09-09,39.422,15.221,10.3,2.6--Md,2.6,Md,BULLETIN
2003-09-08,42.297,13.26,4.2,2.7--Md,2.7,Md,BULLETIN
2003-09-08,36.372,15.644,9.7,2.8--Md,2.8,Md,BULLETIN
2003-09-08,44.929,9.098,5,2.6--Md,2.6,Md,BULLETIN
2003-09-07,40.466,15.621,17.4,2.5--Md,2.5,Md,BULLETIN
2003-09-06,43.951,11.957,7.9,2.7--Md,2.7,Md,BULLETIN
2003-09-06,41.842,14.002,5,2.5--Md,2.5,Md,BULLETIN
2003-09-06,43.941,10.324,2.6,2.5--Md,2.5,Md,BULLETIN
2003-09-04,42.441,13.246,9.3,2.5--Md,2.5,Md,BULLETIN
2003-09-03,43.915,11.957,5.9,2.8--Md,2.8,Md,BULLETIN
2003-09-03,43.941,11.961,8.4,2.5--Md,2.5,Md,BULLETIN
2003-09-03,43.912,11.981,5.1,2.8--Md,2.8,Md,BULLETIN
2003-09-03,43.911,11.967,6.7,3.0--Md,3,Md,BULLETIN
2003-09-03,43.915,11.95,7.8,2.6--Md,2.6,Md,BULLETIN
2003-09-02,43.155,15.419,10,3.3--Md,3.3,Md,BULLETIN
2003-09-02,44.153,16.929,10,3.3--Md,3.3,Md,BULLETIN
2003-09-02,43.938,11.98,8.5,2.6--Md,2.6,Md,BULLETIN
2003-09-02,43.923,11.956,8.9,2.7--Md,2.7,Md,BULLETIN
2003-09-02,43.911,11.969,7.1,2.8--Md,2.8,Md,BULLETIN
2003-09-02,43.952,11.993,7.8,2.5--Md,2.5,Md,BULLETIN
2003-09-02,43.946,11.992,8.5,2.5--Md,2.5,Md,BULLETIN
2003-09-02,43.918,11.957,9,2.7--Md,2.7,Md,BULLETIN
2003-09-02,43.915,11.951,9.2,2.5--Md,2.5,Md,BULLETIN
2003-09-01,44.233,7.26,10,3.3--Md,3.3,Md,BULLETIN
2003-08-31,44.461,6.827,14.6,2.7--Md,2.7,Md,BULLETIN
2003-08-31,43.418,12.484,9.7,2.6--Md,2.6,Md,BULLETIN
2003-08-31,42.377,13.326,10.1,3.3--Md,3.3,Md,BULLETIN
2003-08-31,46.142,9.907,10,3.2--Md,3.2,Md,BULLETIN
2003-08-31,42.929,12.913,10,2.5--Md,2.5,Md,BULLETIN
2003-08-30,46.336,12.847,5,3.7--Md,3.7,Md,BULLETIN
2003-08-30,38.139,14.839,118.6,2.9--Md,2.9,Md,BULLETIN
2003-08-30,44.447,6.761,10.6,2.5--Md,2.5,Md,BULLETIN
2003-08-30,38.966,16.434,11.3,2.6--Md,2.6,Md,BULLETIN
2003-08-29,37.801,14.892,6.3,2.9--Md,2.9,Md,BULLETIN
2003-08-29,40.77,15.518,5.7,2.5--Md,2.5,Md,BULLETIN
2003-08-29,41.656,15.68,14.6,2.7--Md,2.7,Md,BULLETIN
2003-08-29,43.064,12.894,10,2.8--Md,2.8,Md,BULLETIN
2003-08-28,38.488,13.791,5,3.4--Md,3.4,Md,BULLETIN
2003-08-24,46.092,14.107,5,3.2--Md,3.2,Md,BULLETIN
2003-08-24,36.161,13.935,10,3.2--Md,3.2,Md,BULLETIN
2003-08-24,39.138,16.488,10,2.7--Md,2.7,Md,BULLETIN
2003-08-23,43.08,13.483,19.2,2.5--Md,2.5,Md,BULLETIN
2003-08-23,43.086,13.425,5,2.7--Md,2.7,Md,BULLETIN
2003-08-23,43.432,12.521,5,2.7--Md,2.7,Md,BULLETIN
2003-08-23,41.75,14.863,9.3,2.5--Md,2.5,Md,BULLETIN
2003-08-22,37.188,12.68,5,3.0--Md,3,Md,BULLETIN
2003-08-22,44.297,7.43,10,2.5--Md,2.5,Md,BULLETIN
2003-08-22,46.317,7.477,5,2.8--Md,2.8,Md,BULLETIN
2003-08-22,46.265,7.436,9,2.8--Md,2.8,Md,BULLETIN
2003-08-22,46.068,7.441,5,2.8--Md,2.8,Md,BULLETIN
2003-08-22,46.104,7.487,5,3.1--Md,3.1,Md,BULLETIN
2003-08-22,46.042,7.514,5,3.5--Md,3.5,Md,BULLETIN
2003-08-22,40.644,13.284,14.9,2.7--Md,2.7,Md,BULLETIN
2003-08-21,44.281,15.08,10,2.9--Md,2.9,Md,BULLETIN
2003-08-21,44.226,15.649,10,3.4--Md,3.4,Md,BULLETIN
2003-08-21,44.4,10.32,6.5,2.5--Md,2.5,Md,BULLETIN
2003-08-19,41.862,16.041,12.5,2.9--Md,2.9,Md,BULLETIN
2003-08-19,42.669,13.257,5,3.0--Md,3,Md,BULLETIN
2003-08-19,37.826,15.388,5.3,3.4--Md,3.4,Md,BULLETIN
2003-08-19,41.63,14.89,3,3.1--Md,3.1,Md,BULLETIN
2003-08-18,44.379,10.723,23.1,2.8--Md,2.8,Md,BULLETIN
2003-08-18,43.299,12.93,10,2.5--Md,2.5,Md,BULLETIN
2003-08-18,44.656,7.09,10,2.5--Md,2.5,Md,BULLETIN
2003-08-18,44.364,10.717,22.2,2.5--Md,2.5,Md,BULLETIN
2003-08-18,44.362,10.749,12,2.9--Md,2.9,Md,BULLETIN
2003-08-17,44.637,6.842,10.8,3.3--Md,3.3,Md,BULLETIN
2003-08-17,44.511,7.297,18.8,2.6--Md,2.6,Md,BULLETIN
2003-08-16,41.712,14.827,10.2,2.9--Md,2.9,Md,BULLETIN
2003-08-16,46.428,14.409,5,3.3--Md,3.3,Md,BULLETIN
2003-08-16,44.126,12.288,10,2.7--Md,2.7,Md,BULLETIN
2003-08-16,41.212,16.069,17.5,2.9--Md,2.9,Md,BULLETIN
2003-08-16,41.923,15.973,27.1,3.2--Md,3.2,Md,BULLETIN
2003-08-16,46.387,12.783,5,3.1--Md,3.1,Md,BULLETIN
2003-08-16,43.08,17.809,10,3.4--Md,3.4,Md,BULLETIN
2003-08-15,44.649,11.681,5,2.7--Md,2.7,Md,BULLETIN
